"AER","TAS","MSQ","KZN","DYU","SVO","LED","KIV","IST","OMS","DME","SVX","LBD","KJA","TZX","VKO","KRR","EVN"
"ASF","KZN","SVO","LED","DME","SCO","SAW","MRV"
"CEK","TAS","OVB","KZN","PRG","FRU","DYU","SVO","LED","DWC","LBD","DME","OSS","NMA","EVN"
"DME","LGW","PWQ","KBP","BRU","NYM","DWC","VRA","NSK","TJU","TUN","OSW","LWN","KGS","HEL","TGK","LIS","PUJ","HKT","KUF","RGK","AZN","VLC","CMB","NRT","SYX","RHO","MSQ","BOJ","OVB","DLM","TFS","GVA","BCN","VNO","ASF","FKB","UUA","BQS","UUS","RIX","DXB","SHJ","PEZ","TJM","LEJ","KVD","AKX","CAI","BKK","ALA","HKG","CGN","NJC","MJZ","NCE","IAH","PYJ","UKS","FRU","IJK","TXL","PFO","NMA","KJA","LCA","TIV","VVO","HAN","SGC","TAS","BHK","MXP","ROV","UKK","GOI","SSH","TBS","BAX","CXR","TLV","NBC","SKD","ESL","DOH","TOF","FRA","PEE","NOJ","LLK","AGP","DUS","KGD","MRV","VKT","ZRH","PED","VIE","DYU","NUX","PUY","ULV","VAR","REN","OSS","TMJ","TSE","FEG","VOG","SIN","DNK","IKT","GDX","EVN","AER","GBB","KRO","RMI","AAQ","KVK","MUC","SVX","KSQ","NBE","NOZ","SGN","PMI","ODS","AMM","SLY","UFA","PES","CEK","MAD","LED","DYR","ASB","LBD","LHR","UGC","OGZ","VRN","HER","KEJ","PKC","STW","SKX","KZN","GOJ","EGO","BUS","IEV","GOA","CFU","UUD","YKS","KHV","KRR","SAW","MLA","SKG","NCU","TGD","CSY","RTW","HRG","CIT","FCO","KOV","NVI","GYD","ATH","DOK","OMS","HMA","SCO","AUH","CEE","BTK","VOZ","HTA","MAN","GRV","MCX","KIV","ALC","KGF","ABA","SIP"
"EGO","KRR","KZN","KUF","FRU","GOJ","LED","DME","ROV","KGD"
"GYD","FRA","PRG","KBP","BUD","ESB","SAW","MRV","CDG","VIE","DME","IKA","TSE","KJA","FCO","TAS","MSQ","OVB","SVO","SVX","MXP","OMS","SCO","TBZ","KBL","UFA","RIX","PEK","DXB","TBS","KVD","TLV","LED","NBC","IST","LHR","ASB","DOH","URC","ALA"
"KGD","RIX","TAS","MSQ","SVO","KBP","EGO","LED","TXL","DME","CEE"
"KZN","EGO","DWC","DYU","FRU","DME","OSS","FEG","AER","TAS","SVO","AYT","SVX","ASF","UFA","SHJ","CEK","LED","SKD","IST","LBD","ALA"
"LED","KBP","NSK","TJU","HEL","PUJ","KUF","AZN","OSL","RHO","OVB","MSQ","BOJ","TFS","GVA","AYT","BCN","VNO","ASF","UUA","RIX","PEK","DXB","TJM","KVD","IST","ALA","NCE","FRU","HAM","IJK","TXL","NMA","KJA","KLV","LCA","TIV","TAS","BHK","ARH","ICN","AMS","MXP","ROV","TLV","NBC","SKD","TLL","SXF","CPH","FRA","PEE","PRG","LLK","DUS","KGD","MRV","ZRH","PED","VIE","DYU","DME","TSE","REN","OSS","VOG","SCW","FEG","EVN","AER","WAW","MMK","AAQ","SVO","MUC","SVX","NBE","KSQ","UFA","VCE","CEK","LBD","LHR","UGC","KVX","HER","VKO","SKX","KZN","EGO","YKS","KRR","MLA","CDG","UCT","SKG","CSY","IAR","FCO","NVI","GYD","ATH","OMS","ARN","CEE","VOZ","MCX","KIV","KGF","SIP"
"MRV","DXB","TAS","GYD","SVO","DYU","TLV","LED","SVX","DWC","ASF","DME","SCO","RTW","VKO","SAW","EVN"
